1	 Q0	 5951582	 1	 1.0	 run-1
1	 Q0	 5802546	 82	 1.0	 run-1
1	 Q0	 5799393	 83	 1.0	 run-1
1	 Q0	 5796588	 84	 1.0	 run-1
1	 Q0	 5796408	 85	 1.0	 run-1
1	 Q0	 5796402	 86	 1.0	 run-1
1	 Q0	 5795833	 87	 1.0	 run-1
1	 Q0	 5795180	 88	 1.0	 run-1
1	 Q0	 5794841	 89	 1.0	 run-1
1	 Q0	 5790008	 90	 1.0	 run-1
1	 Q0	 5789459	 91	 1.0	 run-1
1	 Q0	 5789280	 92	 1.0	 run-1
1	 Q0	 5784995	 93	 1.0	 run-1
1	 Q0	 5783204	 94	 1.0	 run-1
1	 Q0	 5781656	 95	 1.0	 run-1
1	 Q0	 5781253	 96	 1.0	 run-1
1	 Q0	 5781002	 97	 1.0	 run-1
1	 Q0	 5779938	 98	 1.0	 run-1
1	 Q0	 5779685	 99	 1.0	 run-1
1	 Q0	 5778846	 100	 1.0	 run-1
1	 Q0	 5776430	 101	 1.0	 run-1
1	 Q0	 5775710	 102	 1.0	 run-1
1	 Q0	 5774571	 103	 1.0	 run-1
1	 Q0	 5774181	 104	 1.0	 run-1
1	 Q0	 5773946	 105	 1.0	 run-1
1	 Q0	 5773880	 106	 1.0	 run-1
1	 Q0	 5772947	 107	 1.0	 run-1
1	 Q0	 5772067	 108	 1.0	 run-1
1	 Q0	 5768788	 109	 1.0	 run-1
1	 Q0	 5768642	 110	 1.0	 run-1
1	 Q0	 5767918	 111	 1.0	 run-1
1	 Q0	 5767201	 112	 1.0	 run-1
1	 Q0	 5766150	 113	 1.0	 run-1
1	 Q0	 5766118	 114	 1.0	 run-1
1	 Q0	 5765562	 115	 1.0	 run-1
1	 Q0	 5765412	 116	 1.0	 run-1
1	 Q0	 5765229	 117	 1.0	 run-1
1	 Q0	 5764276	 118	 1.0	 run-1
1	 Q0	 5762363	 119	 1.0	 run-1
1	 Q0	 5759910	 120	 1.0	 run-1
1	 Q0	 5759909	 121	 1.0	 run-1
1	 Q0	 5757821	 122	 1.0	 run-1
1	 Q0	 5756102	 123	 1.0	 run-1
1	 Q0	 5749086	 124	 1.0	 run-1
1	 Q0	 5748114	 125	 1.0	 run-1
1	 Q0	 5746388	 126	 1.0	 run-1
1	 Q0	 5744301	 127	 1.0	 run-1
1	 Q0	 5743382	 128	 1.0	 run-1
1	 Q0	 5743227	 129	 1.0	 run-1
1	 Q0	 5742901	 130	 1.0	 run-1
1	 Q0	 5742385	 131	 1.0	 run-1
1	 Q0	 5742200	 132	 1.0	 run-1
1	 Q0	 5741116	 133	 1.0	 run-1
1	 Q0	 5736813	 134	 1.0	 run-1
1	 Q0	 5734671	 135	 1.0	 run-1
1	 Q0	 5734547	 136	 1.0	 run-1
1	 Q0	 5733787	 137	 1.0	 run-1
1	 Q0	 5732507	 138	 1.0	 run-1
1	 Q0	 5727559	 139	 1.0	 run-1
1	 Q0	 5727258	 140	 1.0	 run-1
1	 Q0	 5727059	 141	 1.0	 run-1
1	 Q0	 5726002	 142	 1.0	 run-1
1	 Q0	 5725690	 143	 1.0	 run-1
1	 Q0	 5720536	 144	 1.0	 run-1
1	 Q0	 5720511	 145	 1.0	 run-1
1	 Q0	 5717698	 146	 1.0	 run-1
1	 Q0	 5712903	 147	 1.0	 run-1
1	 Q0	 5712296	 148	 1.0	 run-1
1	 Q0	 5711361	 149	 1.0	 run-1
1	 Q0	 5711169	 150	 1.0	 run-1
1	 Q0	 5710740	 151	 1.0	 run-1
1	 Q0	 5706041	 152	 1.0	 run-1
1	 Q0	 5704852	 153	 1.0	 run-1
1	 Q0	 5704271	 154	 1.0	 run-1
1	 Q0	 5703808	 155	 1.0	 run-1
1	 Q0	 5701823	 156	 1.0	 run-1
1	 Q0	 5701747	 157	 1.0	 run-1
1	 Q0	 5701231	 158	 1.0	 run-1
1	 Q0	 5700888	 159	 1.0	 run-1
1	 Q0	 5697302	 160	 1.0	 run-1
1	 Q0	 5696516	 161	 1.0	 run-1
1	 Q0	 5696459	 162	 1.0	 run-1
1	 Q0	 5696437	 163	 1.0	 run-1
1	 Q0	 5696410	 164	 1.0	 run-1
1	 Q0	 5694601	 165	 1.0	 run-1
1	 Q0	 5691119	 166	 1.0	 run-1
1	 Q0	 5690382	 167	 1.0	 run-1
1	 Q0	 5690131	 168	 1.0	 run-1
1	 Q0	 5689215	 169	 1.0	 run-1
1	 Q0	 5688144	 170	 1.0	 run-1
1	 Q0	 5688141	 171	 1.0	 run-1
1	 Q0	 5688139	 172	 1.0	 run-1
1	 Q0	 5687946	 173	 1.0	 run-1
1	 Q0	 5687507	 174	 1.0	 run-1
1	 Q0	 5681796	 175	 1.0	 run-1
1	 Q0	 5681114	 176	 1.0	 run-1
1	 Q0	 5680430	 177	 1.0	 run-1
1	 Q0	 5680418	 178	 1.0	 run-1
1	 Q0	 5678858	 179	 1.0	 run-1
1	 Q0	 5675649	 180	 1.0	 run-1
1	 Q0	 5675258	 181	 1.0	 run-1
1	 Q0	 5673982	 182	 1.0	 run-1
1	 Q0	 5672903	 183	 1.0	 run-1
1	 Q0	 5672888	 184	 1.0	 run-1
1	 Q0	 5672205	 185	 1.0	 run-1
1	 Q0	 5672121	 186	 1.0	 run-1
1	 Q0	 5671103	 187	 1.0	 run-1
1	 Q0	 5669739	 188	 1.0	 run-1
1	 Q0	 5668435	 189	 1.0	 run-1
1	 Q0	 5668132	 190	 1.0	 run-1
1	 Q0	 5667916	 191	 1.0	 run-1
1	 Q0	 5667637	 192	 1.0	 run-1
1	 Q0	 5663207	 193	 1.0	 run-1
1	 Q0	 5658191	 194	 1.0	 run-1
1	 Q0	 5656888	 195	 1.0	 run-1
1	 Q0	 5654683	 196	 1.0	 run-1
1	 Q0	 5654664	 197	 1.0	 run-1
1	 Q0	 5652696	 198	 1.0	 run-1
1	 Q0	 5651823	 199	 1.0	 run-1
1	 Q0	 5650882	 200	 1.0	 run-1
1	 Q0	 5650881	 201	 1.0	 run-1
1	 Q0	 5650677	 202	 1.0	 run-1
1	 Q0	 5650261	 203	 1.0	 run-1
1	 Q0	 5649477	 204	 1.0	 run-1
1	 Q0	 5643521	 205	 1.0	 run-1
1	 Q0	 5643298	 206	 1.0	 run-1
1	 Q0	 5641781	 207	 1.0	 run-1
1	 Q0	 5641780	 208	 1.0	 run-1
1	 Q0	 5641689	 209	 1.0	 run-1
1	 Q0	 5636172	 210	 1.0	 run-1
1	 Q0	 5634791	 211	 1.0	 run-1
1	 Q0	 5632926	 212	 1.0	 run-1
1	 Q0	 5632858	 213	 1.0	 run-1
1	 Q0	 5626645	 214	 1.0	 run-1
1	 Q0	 5625992	 215	 1.0	 run-1
1	 Q0	 5625991	 216	 1.0	 run-1
1	 Q0	 5625990	 217	 1.0	 run-1
1	 Q0	 5625799	 218	 1.0	 run-1
1	 Q0	 5624850	 219	 1.0	 run-1
1	 Q0	 5624037	 220	 1.0	 run-1
1	 Q0	 5622982	 221	 1.0	 run-1
1	 Q0	 5618518	 222	 1.0	 run-1
1	 Q0	 5618345	 223	 1.0	 run-1
1	 Q0	 5618194	 224	 1.0	 run-1
1	 Q0	 5618129	 225	 1.0	 run-1
1	 Q0	 5617585	 226	 1.0	 run-1
1	 Q0	 5614391	 227	 1.0	 run-1
1	 Q0	 5612418	 228	 1.0	 run-1
1	 Q0	 5610792	 229	 1.0	 run-1
1	 Q0	 5604432	 230	 1.0	 run-1
1	 Q0	 5603558	 231	 1.0	 run-1
1	 Q0	 5603484	 232	 1.0	 run-1
1	 Q0	 5602075	 233	 1.0	 run-1
1	 Q0	 5601710	 234	 1.0	 run-1
1	 Q0	 5596405	 235	 1.0	 run-1
1	 Q0	 5595294	 236	 1.0	 run-1
1	 Q0	 5595230	 237	 1.0	 run-1
1	 Q0	 5594166	 238	 1.0	 run-1
1	 Q0	 5594109	 239	 1.0	 run-1
1	 Q0	 5593968	 240	 1.0	 run-1
1	 Q0	 5592938	 241	 1.0	 run-1
1	 Q0	 5588730	 242	 1.0	 run-1
1	 Q0	 5587353	 243	 1.0	 run-1
1	 Q0	 5586896	 244	 1.0	 run-1
1	 Q0	 5581761	 245	 1.0	 run-1
1	 Q0	 5580324	 246	 1.0	 run-1
1	 Q0	 5579137	 247	 1.0	 run-1
1	 Q0	 5579119	 248	 1.0	 run-1
1	 Q0	 5578439	 249	 1.0	 run-1
1	 Q0	 5574363	 250	 1.0	 run-1
2	 Q0	 5950790	 1	 1.0	 run-1
2	 Q0	 5943364	 2	 1.0	 run-1
2	 Q0	 5926660	 3	 1.0	 run-1
2	 Q0	 5907965	 4	 1.0	 run-1
2	 Q0	 5884503	 5	 1.0	 run-1
2	 Q0	 5883559	 6	 1.0	 run-1
2	 Q0	 5881527	 7	 1.0	 run-1
2	 Q0	 5860584	 8	 1.0	 run-1
2	 Q0	 5827263	 9	 1.0	 run-1
2	 Q0	 5796397	 10	 1.0	 run-1
2	 Q0	 5784605	 11	 1.0	 run-1
2	 Q0	 5774384	 12	 1.0	 run-1
2	 Q0	 5766959	 13	 1.0	 run-1
2	 Q0	 5756242	 14	 1.0	 run-1
2	 Q0	 5749962	 15	 1.0	 run-1
2	 Q0	 5703538	 16	 1.0	 run-1
2	 Q0	 5680421	 17	 1.0	 run-1
2	 Q0	 5645979	 18	 1.0	 run-1
2	 Q0	 5634035	 19	 1.0	 run-1
2	 Q0	 5631522	 20	 1.0	 run-1
2	 Q0	 5627530	 21	 1.0	 run-1
2	 Q0	 5586583	 22	 1.0	 run-1
2	 Q0	 5580073	 23	 1.0	 run-1
2	 Q0	 5577069	 24	 1.0	 run-1
2	 Q0	 5564571	 25	 1.0	 run-1
2	 Q0	 5563222	 26	 1.0	 run-1
2	 Q0	 5558493	 27	 1.0	 run-1
2	 Q0	 5540075	 28	 1.0	 run-1
2	 Q0	 5516709	 29	 1.0	 run-1
2	 Q0	 5499436	 30	 1.0	 run-1
2	 Q0	 5486889	 31	 1.0	 run-1
2	 Q0	 5471342	 32	 1.0	 run-1
2	 Q0	 5470964	 33	 1.0	 run-1
2	 Q0	 5469989	 34	 1.0	 run-1
2	 Q0	 5459896	 35	 1.0	 run-1
2	 Q0	 5452711	 36	 1.0	 run-1
2	 Q0	 5446886	 37	 1.0	 run-1
2	 Q0	 5439485	 38	 1.0	 run-1
2	 Q0	 5429990	 39	 1.0	 run-1
2	 Q0	 5413414	 40	 1.0	 run-1
2	 Q0	 5411781	 41	 1.0	 run-1
2	 Q0	 5380010	 42	 1.0	 run-1
2	 Q0	 5360042	 43	 1.0	 run-1
2	 Q0	 5332152	 44	 1.0	 run-1
2	 Q0	 5280426	 45	 1.0	 run-1
2	 Q0	 5276216	 46	 1.0	 run-1
2	 Q0	 5267108	 47	 1.0	 run-1
2	 Q0	 5231262	 48	 1.0	 run-1
2	 Q0	 5192165	 49	 1.0	 run-1
2	 Q0	 5182879	 50	 1.0	 run-1
2	 Q0	 5166337	 51	 1.0	 run-1
2	 Q0	 5115935	 52	 1.0	 run-1
2	 Q0	 5112626	 53	 1.0	 run-1
2	 Q0	 5109674	 54	 1.0	 run-1
2	 Q0	 5062772	 55	 1.0	 run-1
2	 Q0	 5017205	 56	 1.0	 run-1
2	 Q0	 5012170	 57	 1.0	 run-1
2	 Q0	 4997452	 58	 1.0	 run-1
2	 Q0	 4965379	 59	 1.0	 run-1
2	 Q0	 4962497	 60	 1.0	 run-1
2	 Q0	 4885711	 61	 1.0	 run-1
2	 Q0	 4763087	 62	 1.0	 run-1
2	 Q0	 4725552	 63	 1.0	 run-1
2	 Q0	 4709978	 64	 1.0	 run-1
2	 Q0	 4701411	 65	 1.0	 run-1
2	 Q0	 4694762	 66	 1.0	 run-1
2	 Q0	 4688200	 67	 1.0	 run-1
2	 Q0	 4676196	 68	 1.0	 run-1
2	 Q0	 4636973	 69	 1.0	 run-1
2	 Q0	 4629862	 70	 1.0	 run-1
2	 Q0	 4628546	 71	 1.0	 run-1
2	 Q0	 4625461	 72	 1.0	 run-1
2	 Q0	 4622756	 73	 1.0	 run-1
2	 Q0	 4608888	 74	 1.0	 run-1
2	 Q0	 4566400	 75	 1.0	 run-1
2	 Q0	 4564601	 76	 1.0	 run-1
2	 Q0	 4553116	 77	 1.0	 run-1
2	 Q0	 4534261	 78	 1.0	 run-1
2	 Q0	 4522431	 79	 1.0	 run-1
2	 Q0	 4428287	 80	 1.0	 run-1
2	 Q0	 4386380	 81	 1.0	 run-1
2	 Q0	 4386236	 82	 1.0	 run-1
2	 Q0	 4386172	 83	 1.0	 run-1
2	 Q0	 4379387	 84	 1.0	 run-1
2	 Q0	 4341568	 85	 1.0	 run-1
2	 Q0	 4227648	 86	 1.0	 run-1
2	 Q0	 4199294	 87	 1.0	 run-1
2	 Q0	 4120216	 88	 1.0	 run-1
2	 Q0	 4119136	 89	 1.0	 run-1
2	 Q0	 4058467	 90	 1.0	 run-1
2	 Q0	 3983946	 91	 1.0	 run-1
2	 Q0	 3982895	 92	 1.0	 run-1
2	 Q0	 3972661	 93	 1.0	 run-1
2	 Q0	 3932998	 94	 1.0	 run-1
2	 Q0	 3850161	 95	 1.0	 run-1
2	 Q0	 3820722	 96	 1.0	 run-1
2	 Q0	 3799120	 97	 1.0	 run-1
2	 Q0	 3792445	 98	 1.0	 run-1
2	 Q0	 3777484	 99	 1.0	 run-1
2	 Q0	 3772386	 100	 1.0	 run-1
2	 Q0	 3765198	 101	 1.0	 run-1
2	 Q0	 3728584	 102	 1.0	 run-1
2	 Q0	 3711798	 103	 1.0	 run-1
2	 Q0	 3709145	 104	 1.0	 run-1
2	 Q0	 3664143	 105	 1.0	 run-1
2	 Q0	 3656299	 106	 1.0	 run-1
2	 Q0	 3633441	 107	 1.0	 run-1
2	 Q0	 3586925	 108	 1.0	 run-1
2	 Q0	 3502305	 109	 1.0	 run-1
2	 Q0	 3479140	 110	 1.0	 run-1
2	 Q0	 3479011	 111	 1.0	 run-1
2	 Q0	 3478974	 112	 1.0	 run-1
2	 Q0	 3471898	 113	 1.0	 run-1
2	 Q0	 3438219	 114	 1.0	 run-1
2	 Q0	 3433430	 115	 1.0	 run-1
2	 Q0	 3389598	 116	 1.0	 run-1
2	 Q0	 3375224	 117	 1.0	 run-1
2	 Q0	 3301069	 118	 1.0	 run-1
2	 Q0	 3257509	 119	 1.0	 run-1
2	 Q0	 3257376	 120	 1.0	 run-1
2	 Q0	 3236688	 121	 1.0	 run-1
2	 Q0	 3236686	 122	 1.0	 run-1
2	 Q0	 3236531	 123	 1.0	 run-1
2	 Q0	 3235308	 124	 1.0	 run-1
2	 Q0	 3231608	 125	 1.0	 run-1
2	 Q0	 3229456	 126	 1.0	 run-1
2	 Q0	 3200505	 127	 1.0	 run-1
2	 Q0	 3193539	 128	 1.0	 run-1
2	 Q0	 3188156	 129	 1.0	 run-1
2	 Q0	 3186510	 130	 1.0	 run-1
2	 Q0	 3185544	 131	 1.0	 run-1
2	 Q0	 3077236	 132	 1.0	 run-1
2	 Q0	 3073477	 133	 1.0	 run-1
2	 Q0	 3001355	 134	 1.0	 run-1
2	 Q0	 2997666	 135	 1.0	 run-1
2	 Q0	 2997665	 136	 1.0	 run-1
2	 Q0	 2997664	 137	 1.0	 run-1
2	 Q0	 2959875	 138	 1.0	 run-1
2	 Q0	 2958315	 139	 1.0	 run-1
2	 Q0	 2900431	 140	 1.0	 run-1
2	 Q0	 2863474	 141	 1.0	 run-1
2	 Q0	 2862091	 142	 1.0	 run-1
2	 Q0	 2859884	 143	 1.0	 run-1
2	 Q0	 2856293	 144	 1.0	 run-1
2	 Q0	 2855741	 145	 1.0	 run-1
2	 Q0	 2837471	 146	 1.0	 run-1
2	 Q0	 2740494	 147	 1.0	 run-1
2	 Q0	 2724847	 148	 1.0	 run-1
2	 Q0	 2666942	 149	 1.0	 run-1
2	 Q0	 2623250	 150	 1.0	 run-1
2	 Q0	 2607521	 151	 1.0	 run-1
2	 Q0	 2607157	 152	 1.0	 run-1
2	 Q0	 2579915	 153	 1.0	 run-1
2	 Q0	 2558544	 154	 1.0	 run-1
2	 Q0	 2539643	 155	 1.0	 run-1
2	 Q0	 2515953	 156	 1.0	 run-1
2	 Q0	 2464776	 157	 1.0	 run-1
2	 Q0	 2415812	 158	 1.0	 run-1
2	 Q0	 2376265	 159	 1.0	 run-1
2	 Q0	 2371759	 160	 1.0	 run-1
2	 Q0	 2356731	 161	 1.0	 run-1
2	 Q0	 2337743	 162	 1.0	 run-1
2	 Q0	 2335516	 163	 1.0	 run-1
2	 Q0	 2335515	 164	 1.0	 run-1
2	 Q0	 2307677	 165	 1.0	 run-1
2	 Q0	 2262972	 166	 1.0	 run-1
2	 Q0	 2262346	 167	 1.0	 run-1
2	 Q0	 2254253	 168	 1.0	 run-1
2	 Q0	 2239316	 169	 1.0	 run-1
2	 Q0	 2219990	 170	 1.0	 run-1
2	 Q0	 2215366	 171	 1.0	 run-1
2	 Q0	 2207850	 172	 1.0	 run-1
2	 Q0	 2193334	 173	 1.0	 run-1
2	 Q0	 2193333	 174	 1.0	 run-1
2	 Q0	 2191746	 175	 1.0	 run-1
2	 Q0	 2191291	 176	 1.0	 run-1
2	 Q0	 2167962	 177	 1.0	 run-1
2	 Q0	 2166846	 178	 1.0	 run-1
2	 Q0	 2148125	 179	 1.0	 run-1
2	 Q0	 2125554	 180	 1.0	 run-1
2	 Q0	 2121831	 181	 1.0	 run-1
2	 Q0	 2109710	 182	 1.0	 run-1
2	 Q0	 2100647	 183	 1.0	 run-1
2	 Q0	 2100645	 184	 1.0	 run-1
2	 Q0	 2066421	 185	 1.0	 run-1
2	 Q0	 2038706	 186	 1.0	 run-1
2	 Q0	 1989074	 187	 1.0	 run-1
2	 Q0	 1900894	 188	 1.0	 run-1
2	 Q0	 1867830	 189	 1.0	 run-1
2	 Q0	 1789454	 190	 1.0	 run-1
2	 Q0	 1781367	 191	 1.0	 run-1
2	 Q0	 1752145	 192	 1.0	 run-1
2	 Q0	 1749651	 193	 1.0	 run-1
2	 Q0	 1687869	 194	 1.0	 run-1
2	 Q0	 1613918	 195	 1.0	 run-1
2	 Q0	 1531178	 196	 1.0	 run-1
2	 Q0	 1507689	 197	 1.0	 run-1
2	 Q0	 1500696	 198	 1.0	 run-1
2	 Q0	 1452801	 199	 1.0	 run-1
2	 Q0	 1417505	 200	 1.0	 run-1
2	 Q0	 1411064	 201	 1.0	 run-1
2	 Q0	 1357871	 202	 1.0	 run-1
2	 Q0	 1341730	 203	 1.0	 run-1
2	 Q0	 1311097	 204	 1.0	 run-1
2	 Q0	 1305012	 205	 1.0	 run-1
2	 Q0	 1302792	 206	 1.0	 run-1
2	 Q0	 1298247	 207	 1.0	 run-1
2	 Q0	 1294272	 208	 1.0	 run-1
2	 Q0	 1268983	 209	 1.0	 run-1
2	 Q0	 1225307	 210	 1.0	 run-1
2	 Q0	 1203246	 211	 1.0	 run-1
2	 Q0	 1094250	 212	 1.0	 run-1
2	 Q0	 1089040	 213	 1.0	 run-1
2	 Q0	 1089038	 214	 1.0	 run-1
2	 Q0	 1034328	 215	 1.0	 run-1
2	 Q0	 968397	 216	 1.0	 run-1
2	 Q0	 934966	 217	 1.0	 run-1
2	 Q0	 865064	 218	 1.0	 run-1
2	 Q0	 817898	 219	 1.0	 run-1
2	 Q0	 785053	 220	 1.0	 run-1
2	 Q0	 773074	 221	 1.0	 run-1
2	 Q0	 737222	 222	 1.0	 run-1
2	 Q0	 676695	 223	 1.0	 run-1
2	 Q0	 591082	 224	 1.0	 run-1
2	 Q0	 553253	 225	 1.0	 run-1
2	 Q0	 534302	 226	 1.0	 run-1
2	 Q0	 504004	 227	 1.0	 run-1
2	 Q0	 365786	 228	 1.0	 run-1
2	 Q0	 355105	 229	 1.0	 run-1
2	 Q0	 331476	 230	 1.0	 run-1
2	 Q0	 321207	 231	 1.0	 run-1
2	 Q0	 282809	 232	 1.0	 run-1
2	 Q0	 281115	 233	 1.0	 run-1
2	 Q0	 263211	 234	 1.0	 run-1
2	 Q0	 239261	 235	 1.0	 run-1
2	 Q0	 211962	 236	 1.0	 run-1
2	 Q0	 192652	 237	 1.0	 run-1
2	 Q0	 177078	 238	 1.0	 run-1
2	 Q0	 146177	 239	 1.0	 run-1
2	 Q0	 92659	 240	 1.0	 run-1
2	 Q0	 92415	 241	 1.0	 run-1
2	 Q0	 65597	 242	 1.0	 run-1
2	 Q0	 45912	 243	 1.0	 run-1
2	 Q0	 45275	 244	 1.0	 run-1
2	 Q0	 20588	 245	 1.0	 run-1
5	 Q0	 5956511	 1	 1.0	 run-1
5	 Q0	 5955931	 2	 1.0	 run-1
5	 Q0	 5954971	 3	 1.0	 run-1
5	 Q0	 5954859	 4	 1.0	 run-1
5	 Q0	 5954681	 5	 1.0	 run-1
5	 Q0	 5953970	 6	 1.0	 run-1
5	 Q0	 5953594	 7	 1.0	 run-1
5	 Q0	 5953176	 8	 1.0	 run-1
5	 Q0	 5953164	 9	 1.0	 run-1
5	 Q0	 5952886	 10	 1.0	 run-1
5	 Q0	 5952744	 11	 1.0	 run-1
5	 Q0	 5952279	 12	 1.0	 run-1
5	 Q0	 5951948	 13	 1.0	 run-1
5	 Q0	 5951545	 14	 1.0	 run-1
5	 Q0	 5950906	 15	 1.0	 run-1
5	 Q0	 5950695	 16	 1.0	 run-1
5	 Q0	 5949760	 17	 1.0	 run-1
5	 Q0	 5949630	 18	 1.0	 run-1
5	 Q0	 5949252	 19	 1.0	 run-1
5	 Q0	 5948685	 20	 1.0	 run-1
5	 Q0	 5948588	 21	 1.0	 run-1
5	 Q0	 5948556	 22	 1.0	 run-1
5	 Q0	 5948146	 23	 1.0	 run-1
5	 Q0	 5947907	 24	 1.0	 run-1
5	 Q0	 5947756	 25	 1.0	 run-1
5	 Q0	 5947703	 26	 1.0	 run-1
5	 Q0	 5947418	 27	 1.0	 run-1
5	 Q0	 5946865	 28	 1.0	 run-1
5	 Q0	 5946594	 29	 1.0	 run-1
5	 Q0	 5945742	 30	 1.0	 run-1
5	 Q0	 5945547	 31	 1.0	 run-1
5	 Q0	 5945546	 32	 1.0	 run-1
5	 Q0	 5944867	 33	 1.0	 run-1
5	 Q0	 5944564	 34	 1.0	 run-1
5	 Q0	 5944413	 35	 1.0	 run-1
5	 Q0	 5944144	 36	 1.0	 run-1
5	 Q0	 5943936	 37	 1.0	 run-1
5	 Q0	 5943464	 38	 1.0	 run-1
5	 Q0	 5943107	 39	 1.0	 run-1
5	 Q0	 5942327	 40	 1.0	 run-1
5	 Q0	 5942258	 41	 1.0	 run-1
5	 Q0	 5941244	 42	 1.0	 run-1
5	 Q0	 5940582	 43	 1.0	 run-1
5	 Q0	 5940581	 44	 1.0	 run-1
5	 Q0	 5939567	 45	 1.0	 run-1
5	 Q0	 5939481	 46	 1.0	 run-1
5	 Q0	 5939307	 47	 1.0	 run-1
5	 Q0	 5938795	 48	 1.0	 run-1
5	 Q0	 5938725	 49	 1.0	 run-1
5	 Q0	 5938426	 50	 1.0	 run-1
5	 Q0	 5938297	 51	 1.0	 run-1
5	 Q0	 5937961	 52	 1.0	 run-1
5	 Q0	 5937854	 53	 1.0	 run-1
5	 Q0	 5937853	 54	 1.0	 run-1
5	 Q0	 5937489	 55	 1.0	 run-1
5	 Q0	 5937443	 56	 1.0	 run-1
5	 Q0	 5937333	 57	 1.0	 run-1
5	 Q0	 5937169	 58	 1.0	 run-1
5	 Q0	 5937092	 59	 1.0	 run-1
5	 Q0	 5936836	 60	 1.0	 run-1
5	 Q0	 5936820	 61	 1.0	 run-1
5	 Q0	 5936300	 62	 1.0	 run-1
5	 Q0	 5935829	 63	 1.0	 run-1
5	 Q0	 5934152	 64	 1.0	 run-1
5	 Q0	 5933564	 65	 1.0	 run-1
